origen,titulo,categorias,palabra_clave,votos,texto
1000 chistes,Amigo cazador,amigos|tontos,cazadores|muertos,NA,"Dos amigos van de caza al bosque. De camino uno de ellos cae al suelo y queda inmóvil, con los ojos abiertos como si estuviera muerto y no da ninguna señal de vida. Entonces el otro (que no era muy espabilado) llama a servicio de urgencias desde su móvil y dice: - ¡Socorro! ¡mi amigo parece estar muerto!, ¡no se mueve! - Tranquilícese señor, primero que debe de asegurarse que realmente esté muerto. Entonces el hombre, deja el móvil en el suelo , coge su escopeta, le apunta y dispara. - Hola, sí, ahora sí estoy seguro de que esta muerto. ¿Y ahora qué hago?"
1000 chistes,Cabeza de cerdo,cortos|animales,carnicerías|cerdos,NA,"Entra una señora a la carnicería y dice: - Deme esa cabeza de cerdo de allí. Y contesta el carnicero: - Perdone señora, pero eso es un espejo."
1000 chistes,Noche de bodas Lepe,Lepe|buenos|verdes,ordenadores,NA,"Una pareja de leperos se casa y no tenían ni idea de que era eso del sexo, así que el marido le pregunta a su padre que es lo que tiene que hacer en la noche de bodas para cumplir como buen marido, y el padre le dice: - Nada... , si eso es fácil, tienes que poner esa cosa con la que siempre estas jugando en el sitio donde ella mea. Así queel lepero tiro su ordenador al váter..."
1000 chistes,Friendo unos huevos,matrimonios,huevos|coches,NA,"Una mujer está friendo unos huevos para el desayuno a su esposo, cuando de repente, este entra por la puerta de la cocina y le dice a su señora: - ¡Cuidado, cuidado!! ¡Ponle más de aceite, por Dios que se te van a pegar!! ¡¡Pusiste demasiados huevos al mismo tiempo!!! ¡Demasiados! ¡Dales la vuelta o se quemaran!! ¡Dales la vuelta ya!!! ¡Échales más aceite, por Dios!! ¿Dónde hay más aceite para los huevos?! ¡Se van a pegaar , dales la vuelta!!! ¡Cuidado, cuidado, te dije que cuidadoooooo!!!  ¡Nunca me haces caso cuando cocinas, nunca!!! ¡Cuidado, dales la vuelta rápido!!! ¡Rápido!!! ¡Estás loca!!! ¿Perdiste la cabeza? ¡Se van a pegar! ¡No te olvides de ponerles sal!!!! ¡Sabes que siempre te olvidas de la sal, ponle sal, pon la maldita sal! La mujer lo mira con asombro: - ¿Qué te pasa cabronazo? ¿Crees que no puedo freír un par de huevos? El marido sonríe y le contesta calmadamente a su esposa: - Solo quería enseñarte lo que se siente cuando voy conduciendo contigo en el coche!!!"
1000 chistes,Entre amigos,cortos|malos,actualidad|Rajoy|Barcenas,NA,"Mariano Rajoy: – Luis, tenemos que hablar. Luis Bárcenas: – ¿Sobre? Mariano Rajoy: – Si, gracias."
1000 chistes,Las fotos del Bar,cortos|camareros,bares|Franco|Rajoy,NA,"Entra un hombre en un Bar y ve colgados los cuadros de Franco, el Papa y Rajoy. El hombre antes de pedir una cerveza pregunta: - ¿Cómo es que tiene a esos artistas ahí colgados? - Es el menu HUEVOS,CON PAPA Y CHORIZO"
1000 chistes,Blanco y negro,cortos|malos,cebras,NA,"- Cuál es el animal más viejo del mundo?  - La cebra, porque todavía está en blanco y negro."
1000 chistes,Un pingüino en la ciudad,cortos|camareros,pingüinos|bares,NA,"Un pingüino entra en un bar y se dirige al camarero. - Perdone, ¿por casualidad ha visto usted a mi hermano? - No sé, ¿cómo es?"
1000 chistes,Cortado para Bárcenas,cortos|camareros,Barcenas|Rajoy,NA,- ¡Camarero! - Dígame Sr Bárcenas - Un cortado descafeinado - ¿De sobre? - .....Como me conoces cabronazo
1000 chistes,Casi amigos en el cielo,largos|buenos|infidelidad,buenisimos|cornudos|risas|neveras,NA,"Estaban dos hombres en el cielo y uno le pregunta al otro:  - ¿Y vos de qué moriste?  - Congelado, ¿Y tú?  - De la risa.  - ¿Cómo que de la risa?  - Sí, es que yo pensaba que mi esposa me estaba engañando con otro hombre, entonces un día le dije que iba a salir por 2 días, pero cuando me fui, regresé ese mismo día para ver si la atrapaba con el otro hombre. Cuando llegué, busqué por toda la casa y no encontré a ningún hombre. Dándome cuenta del error que había cometido empecé a reír y reír hasta que morí.  - ¡Bruto, si hubieras buscado en la nevera nos hubiéramos salvado los dos!"
1000 chistes,Amor verdadero,cortos|buenos,amor|enamorados|bodas,NA,"- Oiga señor, quiero decirle que yo estoy enamorado de su hija y no por el dinero.  - ¿ Y de cuál de las cuatro?  - Ah pues.., de cualquiera, de cualquiera."
1000 chistes,Su número de teléfono señorita,parejas|cortos|buenos,telefonos|guías,NA,- Si tuviera la bondad de darme su número de télefono me gustaría llamarla alguna vez.  - Está en la guía telefónica.  - ¿Y su nombre?  - También
1000 chistes,"El gusanillo , el bosque y los focos",niños|buenos|verdes,bosques|gusanos|focos|duchas,NA,"- Papa, papa ¿me puedo duchar con tigo?  - Si, pero no mires acia abajo  - Vale.  Cuando estan en la ducha el niño mira para abajo y dice  - Papa, papa¿que es eso que te cuelga?  - El gusanillo  - Ahmmm.  - Mama, mama¿me puedo duchar con tigo ?  - Si pero no mires ni acia arriba ni acia abajo  - Valee.  Cuando estan en la ducha mira para arriba y para abajo y dice  - Mama, mama que es eso que sobresale y eso negro  - Lo de arriba los focos y lo de abajo el bosque  - Ahmmmm  - Mama, papa ¿puedo dormir con vosotros ? - Si pero no mires hacia abajo A media noche el niño se asusta al mirar hacia abajo y grita  - Mama,mama enciende los focos que el gusanillo se a perdido en el bosque."
1000 chistes,Nombres para niñas,cortos|niños,nombres|galletas,NA,"-¿Cómo se llaman tus niñas? - La mayor Cuétara y la pequeña Fontaneda,... ¿y la tuya? - María. - ¡Huy, si le has puesto nombre de galleta!"
1000 chistes,Cosas del trabajo,cortos|buenos,jefes|trabjos,NA,"- José!!, grita el jefe de sección; acaso no sabe que esta prohibido beber durante el trabajo. - José: No se preocupe jefe, no estoy trabajando."
1000 chistes,Jaimito y Rajoy,cortos|Jaimito,presidente|Rajoy,NA,"Le pregunta Mariano Rajoy a Jaimito:  - ¿Así que tu eres el de los cuentos?  - No, Sr. Presidente ... yo soy el de los chistes, el de los cuentos es Ud."
1000 chistes,Mar-i-ano,cortos,Rajoy|presidente|libros,NA,"Mariano Rajoy entra en una librería y le pregunta al librero: - Tiene usted algo de Hemingway ? - Si, 'El viejo y el mar' - Hummm... déme 'El mar'."
1000 chistes,Uvas,cortos|frikis,frutas|uvas,NA,"Están tranquilamente charlando dos dos uvas, una verde y una morada: La uva verde le dice a la morada:  - 'RESPIRAAAAA!!!!' La uva morada le contesta a la verde:  - ' Y TU MADURAAA!!!''"
1000 chistes,Borrachos en familia,borrachos|cortos,madres|padres|casas,NA,"Dos hombres pasados de copas discuten frente a una casa. Dice uno:'Yo vivo aquí'. El otro replica: 'No yo vivo aquí'.  Con tanto alboroto,se enciende la luz de calle y una mujer se asoma y con cara de pocos amigos les dice:  - Que bonito, padre e hijo juntos pasando una bonita noche."
1000 chistes,Pedrito y la serpiente,niños|cortos,cobras|serpientes,NA,"Pedro: 'Mamá, mamá, ¡me pico una serpiente!' Mamá: '¿Cobra?' Pedro: 'No, ¡gratis!'"
1000 chistes,Huevo gigante,verdes|infidelidad,avestruces|huevos|gallos|gallinas,NA,"Una gallina pone un huevo de medio kilogramo. Periódicos, emisoras de radio, televisoras... todos detrás de la gallina... - Sra. Gallina.... ¿cómo ha logrado esa hazaña? - Secreto de familia. - ¿Qué planes tiene para el futuro? - Poner un huevo de un kilogramo. Los flashes de las cámaras también acosan al gallo... - Sr. Gallo... ¿cómo han logrado semejante proeza? - Secreto de familila. - ¿Qué planes tiene para el futuro? - Romperle el pescuezo al hijo de puta avestruz."
1000 chistes,En la fiesta,cortos|verdes,sexo|polvos|fiestas,NA,Un hombre se acerca a una mujer y le dice: - ¿Te gustaría un polvete mágico? - ¿Qué es un polvete mágico? - Fácil: echamos unos polvos y después desapareces.
1000 chistes,DEPARTAMENTO DE INMIGRACIÓN,verdes|funcionarios,sexo|inmigrantes,NA,El funcionario rellena una ficha y le hace preguntas a un inmigrante: - ¿Sexo? - 3 veces por semana. - No... quiero decir si Masculino o Femenino. - ¡¡¡¡Lo que caiga!!!!
1000 chistes,Indios y el tiempo,largos|buenos,buenisimos|indios|tiempo|invierno,NA,"Los indios de una remota reserva preguntaron a su nuevo jefe si el próximo invierno iba a ser frío o apacible. Dado que el jefe había sido educado en una sociedad moderna, no conocía los viejos trucos indios. Así que, cuando miró el cielo, se vio incapaz de adivinar qué iba a suceder con el tiempo... De cualquier manera, para no parecer dubitativo, respondió que el invierno iba a ser verdaderamente frío, y que los miembros de la tribu debían recoger leña para estar preparados. No obstante, como también era un dirigente práctico, a los pocos días tuvo la idea de telefonear al Servicio Nacional de meteorología. -¿El próximo invierno será muy frío? - preguntó. -Sí, parece que el próximo invierno será bastante frío - respondió el meteorólogo de guardia. De modo que el jefe volvió con su gente y les dijo que se pusieran a juntar todavía más leña, para estar aún más preparados. Una semana después, el jefe llamó otra vez al Servicio Nacional de meteorología y preguntó:  -¿Será un invierno muy frío?  -Sí - respondió el meteorólogo- va a ser un invierno muy frío. Honestamente preocupado por su gente, el jefe volvió al campamento y ordenó a sus hermanos que recogiesen toda la leña posible, ya que parecía que el invierno iba a ser verdaderamente crudo. Dos semanas más tarde, el jefe llamó nuevamente al Servicio Nacional de Meteorología: -¿Están ustedes absolutamente seguros de que el próximo invierno habrá de ser muy frío? -Absolutamente, sin duda alguna - respondió el meteorólogo - va a ser uno de los inviernos más fríos que se hayan conocido. -¿Y cómo pueden estar ustedes tan seguros?  - Coño, porque los indios están recogiendo leña como locos!!!"
1000 chistes,El bombardeo,amigos|cortos|buenos,bombardeos|soldados,NA,He perdido a 4 de mis mejores hombres. Cayeron al mar durante el bombardeo. Su honor y valentía les hará memoria. - Ya Paco. ¿Has tirado de la cadena?
1000 chistes,EL horario laboral,funcionarios|largos|buenos,huevos|buenisimos,NA,"Lucas, después de varios años consigue aprobar las oposiciones para ser funcionario. En su primer día de trabajo, su jefe lo llama al despacho:  - Bueno señor Lucas, qué tal su primer día de trabajo; quería aclararle su horario de trabajo y su desempeño: El horario de trabajo será de 08:00 a 15:00 de lunes a viernes. ¿Algo que objetar? - No señor ninguno, pero quería comentarle una cosa que no es importante pero quiero que sepa: es que hace uno años tuve un accidente y perdí los testículos. -Ah!!! En ese caso vengase a trabajar de 12:30 a 13:00. - ¿Y eso por qué señor? - Pues porque el resto del tiempo lo que hacemos es tocarnos los huevos, y así Usted no se sentirá discriminado."
1000 chistes,El colmo del Jardinero,cortos,colmos|jardineros,NA,- ¿Cuál es el colmo de un jardinero?  - Que siempre lo dejen plantado.
1000 chistes,El colmo de los Vagos,cortos,colmos|vagos,NA,"- ¿Cuál es el colmo de ser vago?  - Levantarse dos horas antes, para estar más tiempo sin hacer nada."
1000 chistes,Jorobado,abogados,colmos|jorobados,NA,- ¿Cual es el colmo de un Jorobado? - Estudiar Derecho
1000 chistes,Tres idiotas,buenos|largos,gordos|flacos|tontos,NA,"Esto era un gordo, un flaco y un tonto que vivian en un rascacielos en el piso 100.Un día que el ascensor estaba averiado subieron a pie, a los 50 pisos el gordo cansadísimo, el flaco cansado y el bobo riéndose. Suben 50 pisos más y el gordo cansadísimo, el flaco cansado y el bobo riéndose.  Finalmente llegan al piso 100, el gordo no podía mas, el flaco cansadísimo y el bobo riéndose entonces le pregunta el flaco al bobo:  - Bobo ¿por qué te ríes?  y dice el bobo  - Porque se nos han quedado las llaves abajo!"
1000 chistes,Patos,cortos|malos,patos,NA,¿Qué pasa si tiras un pato al agua?.  - Nada.
1000 chistes,Entendimiento,cortos|malos,entendimiento,NA,- Me da la impresión de que vamos a entendernos muy bien.  - ¿Qué?
1000 chistes,Por poco,largos|buenos|infidelidad|matrimonios,buenisimos|loterias|mujeres,NA,"Una mujer quería comprar un número de lotería, pero estaba indecisa sobre qué números escoger, así que vaal vendedor de lotería y le pregunta: - Mire, quiero jugar a la Lotería, pero la verdad es que no sé cómo escoger los 5 números, a lo mejor usted me puede ayudar?  - Claro, como no - responde el joven y a la vez le pregunta: - Por ejemplo, dígame. ¿Cuántas veces ha salido usted del país?  - Cuatro veces.  - Perfecto, ese es su primer número, el 4. Ahora dígame ¿Cuántos hijos tiene?  - 2 hijos.  - Ok, ese es su segundo número. ¿Y cuántos libros ha leído este año?  - 5 libros.  El joven anota.  - Ahora cuénteme, ¿Cuántas veces al mes hace el amor con su marido? - Oiga pero, eso es muy personal, ¿no cree?  - Bueno, ¿quiere o no ganar la lotería?  - Bueno bueno,... 2 veces al mes.  - Ok. Y ahora que ya entramos en confianza, dígame:  ¿Cuántas veces en su vida le ha puesto los cuernos a su marido?  - Perdone joven, pero sepa que... ¡Yo no soy de esas mujeres sueltas...!  - Está bien, está bien, no se enoje - le dice el joven - Eso quiere decir que cero veces. Ya lo tengo, su número es el: 42520   Efectivamente la mujer compra la serie completa y al día siguiente lo primero que hace es mirar el periódico y encuentra que el número ganador del premio es el: 42527 y grita:  - ¡Eso me pasa por mentirosa!"
1000 chistes,Caperucita,verdes|cortos,lobos,NA,"Esto es Caperucita Roja que va por el bosque y se le aparece el lobo. -Caperucita, te voy a dar un beso donde nadie te lo ha dado antes. -Uy, pues tendra que ser en la cestita."
1000 chistes,Escenas matrimoniales,matrimonios|verdes,calzoncillos|camas,NA,El marido entra con mucho cuidado en la cama y le susurra dulce y apasionadamente al oído de su mujer: - Estoy sin calzoncillos... Y la mujer le responde:  - Mañana te lavo unos.
1000 chistes,El amigo hospitalizado,amigos|verdes|médicos,hospitales|besos,NA,"Van tres a visitar a un amigo al hospital, en esto el amigo les dice:  - Vicente, gracias por venir, bésame la frente!  - Mariano! Gracias tambien a ti, bésame la mano!  - Montoya!! A donde vas Montoya!!"
1000 chistes,Divorcio por...,infidelidad|matrimonios|animales,jueces|perros,NA,"En el Juzgado: - Pero señora ¿por qué se quiere divorciar?  - Mi marido me trata como a un perro. - ¿Le pega, la maltrata?  - NO, quiere que le sea fiel!!"
1000 chistes,Cuidado con el perro,animales|amigos,perros,NA,"Esto es un hombre que va a la casa de su amigo y lee en la puerta: ¡Cuidado con el perro! El amigo le explica: No hagas caso y entra. Al entrar el amigo se encuentra con chiguagua y le dice: - ¿Por qué pones cuidado con el perro si es inofensivo, es decir, es muy pequeño? Su amigo le contesta: - Por eso, es que ya me lo han chafado 7 veces"
1000 chistes,Confesiones difíciles,religión|largos|buenos,buenisimos|sacerdotes|curas,NA,"Cierto día llega un joven a confesarse y le dice al sacerdote: - Padre, confieso que le hice el amor a mi novia. El padre le dice:  - Hijo, eres un pecador. El joven se defiende diciendo:  - Padre, compréndame, es que ella sola, yo solo y la casa sola... El padre dice:  - Bueno, hijo, te comprendo, pero igualmente eres un pecador. - Pero padre eso no es todo, también le hice el amor a mi suegra. - A tu suegra! eres un degenerado. - Pero padre, comprenda, mi suegra sola, yo solo, la casa sola. - Mmm.. dificil de comprender hijo, muy dificil. - Pero padre, hay mucho más, es que también le hice el amor a la abuelita de mi novia. - Queeé?? Esto es el colmo, - responde asustado el padre. - Pero padre, compréndame, la abuela sola, yo solo y esa casa sola. - Hijo, esto es imposible de comprender. - Pero padre, falta más todavía. Le hice el amor a... a... En ese momento sale el padre corriendo asustado y el joven le dice: - Padre, por qué corre? ¡termine de escucharme! - No hijo, ni sueñe, es que usted solo, yo solo y la iglesia sola!"
