"word";"N";"list_sugerence_first";"list_sugerence_all"
"enfrente";"1";"enfrente";"enfrente,enfrenté,enfrene,enfrenten,enfrentes,enfrenta,enfrento,enfronte,enfrentó,enfrentá,en frente,en-frente"
"enfría";"1";"enfriá";"enfriá,enfría,enfrían,enfrías,enfríe,enfrío"
"engañas";"1";"engatas";"engatas,engafas,engazas,engasgas,engasga,engastas,engalgas"
"engañé";"1";"engacé";"engacé,engaté,engafé"
"english";"2";"englutir";"englutir"
"engordando";"1";"engordando";"engordando,engordado,engorando,engorrando,ensordando,encordando,engordan do,engordan-do"
"engreído";"1";"engredo";"engredo,engredado"
"enjabonas";"1";"enjabonas";"enjabonas,enjabonás,enjabonad,enjabona,enjabonase,enjabones,enjabonar,enjabonan,en jabonas,en-jabonas"
"enrique";"1";"enrique";"enrique,enroque,enriques,enrisque"
"ensaya";"2";"ensaya";"ensaya,ensayá,ensay,ensayar,ensayan,ensayas,ensayad,ensaye,enraya,ensayo,ensaca,ensayó,ensayé,en saya,en-saya"
"enseguida";"1";"enseguida";"enseguida,en seguida,en-seguida"
"enseña";"1";"ensera";"ensera,ensena,enseba"
"enseñando";"2";"enserando";"enserando,ensenando,ensebando,enseÃ±ando,enselvando,endoselando,endosando"
"enseñas";"1";"enseras";"enseras,ensenas,ensebas,ensenaras"
"ensucia";"1";"ensucia";"ensucia,ensuciá,ensuciar,ensucian,ensucias,ensuciad,ensucie,ensucio,ensució,ensucié,en sucia,en-sucia"
"ente";"1";"ente";"ente,ene,entre,rente,entes,tente,lente,dente,mente,gente,vente,yente,ante,este,ende"
"entendemos";"1";"entendemos";"entendemos,endentemos,entendamos,entandemos,entenderos,entendimos,encendemos,enmendemos,extendemos,en tendemos,en-tendemos"
"entendernos";"1";"entendernos";"entendernos,entenderos,entenderlos,entendednos,extendernos,en tendernos,en-tendernos,entender nos,entender-nos"
"entendía";"1";"entendía";"entendía,entendí,entendían,entendías,encendía,extendía,en tendía,en-tendía,entendí a"
"entendido";"1";"entendido";"entendido,entendidos,entendida,encendido,extendido,en tendido,en-tendido"
"entere";"1";"entere";"entere,enteré,entre,enteren,enteres,entera,entero,entese,ensere,estere,encere,entele,enture,envere,enteró"
"enterrar";"1";"enterrar";"enterrar,enterar,enterrara,enterrare,enterrará,enterraré,entercar,encerrar,enterrad"
"enterrarlo";"2";"enterrarle";"enterrarle,encerrarlo,enterradlo,enterrar lo,enterrar-lo,enterraros,enterrarte,enterrarnos,enterrar"
"entiende";"2";"entiende";"entiende,endiente,entienden,entiendes,entienda,entiendo,enciende,enmiende,extiende,en tiende,en-tiende"
"entiendo";"3";"entiendo";"entiendo,endiento,teniendo,entienda,entiende,enciendo,enmiendo,extiendo,en tiendo,en-tiendo"
"entierro";"1";"entierro";"entierro,entierros,entierra,entierre,encierro"
"entlevista";"1";"entrevista";"entrevista,violenta"
"entonces";"25";"entonces";"entonces,entonce,entones,engonces"
"entra";"28";"entra";"entra,entrá,entera,entrar,entran,entras,centra,entrad,entura,renta,entre,entro,entró,entré,extra"
"entrada";"2";"entrada";"entrada,entrad,entada,enterada,entradas,centrada,enturada,rentada,entrara,entrado,estrada,entrama,entrapa,entraba,entra da"
"entrado";"1";"entrado";"entrado,entrad,entado,enterado,entrador,entrando,entrados,centrado,enturado,rentado,entrada,estrado,entramo,entrapo,entrabo"
"entran";"5";"entran";"entran,entra,enteran,centran,enturan,rentan,entren,entrar,entras,entrad"
"entrando";"1";"entrando";"entrando,entrado,entando,enterando,centrando,enturando,rentando,engrando,entran do,entran-do"
"entrar";"1";"entrar";"entrar,entra,entrara,entrare,enterar,centrar,enturar,entrará,entraré,rentar,entran,entras,entrad"
"entre";"17";"entre";"entre,entré,ente,entere,entren,entres,centre,enture,rente,entra,entro,entró,entrá"
"entretienen";"1";"entretienen";"entretienen,entretiene,entretienes,entre tienen,entre-tienen"
"entrevista";"1";"entrevista";"entrevista,entrevistá,entrevistar,entrevistan,entrevistas,entrevistad,entreviste,entrevisto,entrevistó,entrevisté,entre vista,entre-vista"
"entró";"1";"entro";"entro,entró,enteró,centró,enturó,rentó,entra,entre,entrá,entré"
"envase";"1";"envase";"envase,envasé,nevase,envesa,encase,enviase,envasen,envases,envasa,envese,envare,enrase,envaso,envasó,envasá"
"envía";"1";"enviá";"enviá,envía,envían,envías,envíe,envío"
"envidia";"1";"envidia";"envidia,envidiá,endivia,envida,envidiar,envidian,envidias,envidiad,envidie,envidio,envicia,envidió,envidié"
"envió";"1";"envió";"envió,envío,enviró,envión,envinó,envidó,envigó,enrió,enviá,envié"
"enviste";"1";"embiste";"embiste,enviste,envite,enviaste,envisten,envistes,envites,envista,envisto,inviste"
"envuelto";"1";"envuelto";"envuelto,envueltos,envuelta,envuelvo,en vuelto,en-vuelto"
"envuelvo";"1";"envuelvo";"envuelvo,envuelva,envuelve,ensuelvo,envuelto,en vuelvo,en-vuelvo"
"época";"1";"poca";"poca,apoca"
"equivoca";"1";"equivoca";"equivoca,equivocá,equivocar,equivocan,equivocas,equivocad,equivoco,equivocó"
"era";"35";"era";"era,erá,rea,are,eta,ea,erar,erra,eran,eras,sera,cera,eral,lera,erad"
"eran";"3";"eran";"eran,aren,era,erran,edran,meran,raen,aran,eren,erar,oran,eras,eral,erad,gran"
"eres";"26";"eres";"eres,eser,ere,res,erres,seres,edres,meres,veres,eras,ares,eros,ores,eren,eses"
"érez";"1";"prez";"prez"
"error";"1";"error";"error,erro,terror,errar"
"errr";"1";"erre";"erre,errar,error,erra,erar,erro,erró,errá,erré"
"es";"284";"es";"es,se,ea,e,esa,aes,ese,res,eso,ses,ces,tes,les,des,mes"
"esa";"8";"esa";"esa,sea,ase,es,ea,esas,esca,cesa,esta,tesa,lesa,mesa,pesa,besa,aes"
"esas";"3";"esas";"esas,seas,ases,esa,escas,cesas,estas,tesas,lesas,mesas,pesas,besas,asas,eses,eras"
"escalera";"1";"escalera";"escalera,escalare,escaleta,escaleras,escalara,espalera,es calera,es-calera,esca lera,esca-lera"
"escaleras";"1";"escaleras";"escaleras,escalares,escaletas,escalera,escalaras,espaleras,es caleras,es-caleras,esca leras,esca-leras,escale ras,escale-ras"
"escalón";"2";"escaló";"escaló,escalan,escalen,escalecen"
"escapado";"1";"escapado";"escapado,escapad,escarpado,escapando,escapados,escampado,escapada,encapado,escacado,escalado,escamado,escavado,es capado,es-capado,escapa do"
"escapar";"1";"escapar";"escapar,escapa,escapara,escapare,escarpar,escampar,escapará,escaparé,escarpa,escapan,encapar,escapas,escalar,escapad,escamar"
"escaparnos";"1";"escapar nos";"escapar nos,escapar-nos,pescarnos,escaparates,escarzanos,escarnios"
"escarabajo";"1";"escarabajo";"escarabajo,escarabajeo,escarabajos,escarabaja,escara bajo,escara-bajo"
"escarabajos";"1";"escarabajos";"escarabajos,escarabajo,escarabajas,escara bajos,escara-bajos"
"escarbando";"2";"escarbando";"escarbando,escarbado,escareando,escariando,escardando,escarpando,escarzando,escarban do,escarban-do"
"escarbaremos";"1";"escarbaremos";"escarbaremos,escarbáremos,escarearemos,escariaremos,escardaremos,escarparemos,escarzaremos,escarba remos,escarba-remos"
"escenario";"1";"escenario";"escenario,escenarios"
"escoba";"1";"escoba";"escoba,escobá,escoa,escobar,escoban,escobas,escobad,escobe,escora,escobo,encoba,escosa,escoca,escota,escoda"
"esconde";"2";"esconde";"esconde,escondé,escinde,escode,esconder,esconden,escondes,esconded,escoden,esconda,escande,escondo,esconce,escondí,es conde"
"escondenus";"1";"escondecucas";"escondecucas,escondes,escondederos,escondedero"
"escondí";"1";"escondí";"escondí,escindí,escondía,esconda,escandí,esconde,escondo,escondé"
"escopeta";"4";"escopeta";"escopeta,escopetea,escopetas,encopeta,escobeta"
"escribe";"7";"escribe";"escribe,escriben,escribes,describe,escriba,escribo,estribe,escribí,es cribe,es-cribe"
"escribiendo";"2";"escribiendo";"escribiendo,describiendo"
"escuálido";"1";"escullido";"escullido,escuÃ¡lido,esculpido,descuido"
"escucha";"1";"escucha";"escucha,escuchá,escuchar,escuchan,escuchas,escuchad,escacha,escuche,escucho,estucha,escuchó,escuché,es cucha,es-cucha"
"escuchando";"2";"escuchando";"escuchando,escuchado,escachando,estuchando,es cuchando,es-cuchando,escuchan do,escuchan-do"
"escuchar";"1";"escuchar";"escuchar,escucha,escuchara,escuchare,escuchará,escucharé,escachar,escuchan,escuchas,estuchar,escuchad,es cuchar,es-cuchar"
"escuela";"14";"escuela";"escuela,secuela,escuelan,escuelas,escuele,escuelo,escueta,esculla,espuela,escueza,esquela,es cuela,es-cuela"
"esdrújula";"1";"esdrujuliza";"esdrujuliza"
"ese";"13";"ese";"ese,es,se,eser,eses,cese,este,tese,dese,mese,pese,bese,esa,ase,ere"
"esforzarte";"1";"esforzare";"esforzare,esforzarse,esforzaste,es forzarte,es-forzarte,esforzar te,esforzar-te,esforzar,esforzador,forzarte,forzaste"
"esgrima";"1";"esgrima";"esgrima,esgriman,esgrimas,esgrimía,esgrime,esgrimo,esgrimí,es grima,es-grima"
"eso";"44";"eso";"eso,seo,ose,es,so,esos,seso,ceso,esto,teso,leso,meso,peso,beso,yeso"
"esos";"2";"esos";"esos,seos,seso,oses,eso,sesos,estos,tesos,lesos,pesos,besos,yesos,esas,eses,eros"
"espada";"1";"espada";"espada,espadá,espadar,espiada,espadan,espadas,espalda,espadad,pesada,aspada,espade,espado,espata,estada,espala"
"espadas";"1";"espadas";"espadas,espadás,espadad,espada,espadase,espiadas,espaldas,pesadas,aspadas,espades,espadar,espadan,espatas,estadas,espalas"
"espalda";"3";"espalda";"espalda,espalad,espala,espada,espalada,espaldea,espaldar,respalda,espaldas,despalda,escalda,espalma"
"españa";"2";"espata";"espata,espala,espada"
"español";"5";"espaÃ±ol";"espaÃ±ol"
"espejo";"3";"espejo";"espejo,espejó,espejeo,espejos,despejo,espeja,espeje,espero,espeso,espeto,espejá,espejé"
"espera";"4";"espera";"espera,esperá,espeta,esperar,esperan,esperas,esperad,esperma,espere,espero,espora,espira,espesa,estera,esmera"
"esperan";"1";"esperan";"esperan,espetan,espera,esperen,esperar,espiran,esperas,espesan,esteran,esperad,esmeran,espejan"
"esperando";"2";"esperando";"esperando,espetando,esperado,espirando,espesando,esperanto,esterando,esmerando,esperanzo,espejando,esperan do,esperan-do"
"espermatosaurios";"1";"espermatozoarios";"espermatozoarios,espermatozoario,espermatozoos"
"espermatozoide";"2";"espermatozoide";"espermatozoide,espermatozoides"
"espermatozoides";"3";"espermatozoides";"espermatozoides,espermatozoide"
"espiando";"1";"espiando";"espiando,espinado,espiado,espirando,espinando,espitando,espigando,expiando,es piando,es-piando"
"esponja";"1";"esponja";"esponja,esponjá,esponjar,esponjan,esponjas,esponjad,esponje,esponjo,esponjó,esponjé"
"esposa";"17";"esposa";"esposa,esposá,esposar,esposan,esposas,esposad,desposa,espose,espesa,espora,esposo,escosa,esposó,esposé,es posa"
"esposo";"7";"esposo";"esposo,esposó,esposos,desposo,esposa,espose,espeso,escoso,esposá,esposé,es poso,es-poso"
"esque";"1";"seque";"seque,pesque,vesque,esquíe,es que,es-que,esqueje,esquema,esquela,esquero"
"esquela";"2";"esquela";"esquela,esquelas,esquila,escuela,esquema,espuela,esqueja"
"esqueleto";"1";"esqueleto";"esqueleto,esqueletos"
"esquina";"1";"esquina";"esquina,esquiná,equina,esquinar,esquinan,esquinas,esquinad,esquinza,esquine,esquino,esquita,esquila,esquifa,esquiva,esquinó"
"esta";"25";"esta";"esta,seta,esa,eta,estar,resta,estas,cesta,testa,estad,mesta,gesta,festa,estay,etas"
"está";"44";"esta";"esta,restá,testá,gestá,tesá,este,esto"
"ésta";"3";"esta";"esta,asta"
"estaba";"12";"estaba";"estaba,restaba,estaban,estabas,testaba,gestaba,tesaba,esteba,estiba,estaca,estala,estada,estafa,es taba,es-taba"
"estaban";"5";"estaban";"estaban,estaba,restaban,testaban,gestaban,tesaban,esteban,estiban,estabas,estacan,estafan"
"estabas";"1";"estabas";"estabas,estaba,restabas,estabais,testabas,gestabas,tesabas,estebas,estibas,estaban,estacas,estalas,estadas,estafas,es tabas"
"estación";"1";"estación";"estación,gestación"
"estado";"5";"estado";"estado,estafo,estad,estrado,restado,estadio,estando,estados,testado,gestado,tesado,estada,astado,entado,estaco"
"estamos";"3";"estamos";"estamos,estomas,restamos,testamos,gestamos,tesamos,estemos,estaros,estados,es tamos,es-tamos"
"están";"16";"estense";"estense"
"estante";"1";"estante";"estante,estate,restante,estantes,gestante,estarte,estacte,espante"
"estanteria";"1";"estante ria";"estante ria,estante-ria,estanterÃ­a,estangurria,estante,contestataria"
"estar";"8";"estar";"estar,aster,esta,restar,sestar,testar,gestar,resta,tesar,ester,estas,estad,estay"
"estare";"1";"estera";"estera,estate,estar,restare,estarse,estarce,estarte,testare,estarle,destare,estarme,gestare,tesare,estere,estire"
"estaría";"1";"estría";"estría,restaría,estarcía,testaría,gestaría,tesaría,estarna,estarla,estarza,estacaría,estafaría,estatuaría,estarciría"
"estas";"6";"estas";"estas,setas,estad,esta,esas,etas,restas,cestas,testas,mestas,gestas,festas,tesas,astas,estar"
"estás";"15";"estas";"estas,restás,estáis,testás,gestás,tesás,estos,estés"
"estatua";"1";"estatua";"estatua,estatuá,estatus,estatuar,estatura,estatuan,estatuas,estatuad,estatuía,estatuya,estatue,estatuo,estatuó,estatuí,estatué"
"este";"22";"este";"este,ese,ester,reste,oeste,teste,leste,peste,geste,veste,tese,esta,esto,ente,es te"
"éste";"4";"este";"este"
"estéril";"1";"estÃ©ril";"estÃ©ril"
"estiércol";"1";"estiÃ©rcol";"estiÃ©rcol"
"estirando";"1";"estirando";"estirando,estriando,esturando,estirado,esterando,estilando,estimando,espirando,estibando,es tirando,es-tirando,estiran do,estiran-do"
"esto";"26";"esto";"esto,seto,eso,estro,resto,estos,cesto,testo,mesto,gesto,estoy,teso,esta,este,es to"
"estooo";"1";"estofo";"estofo,estovo,estozo,esto"
"estornuda";"1";"estornuda";"estornuda,estornudá,estornudar,estornudan,estornudas,estornudad,estornude,estornudo,estornudó,estornudé"
"estos";"2";"estos";"estos,setos,esto,esos,estros,restos,cestos,mestos,gestos,tesos,estas,estés,estoy,es tos,es-tos"
"estoy";"30";"estoy";"estoy,esto,estay,estos,esto y"
"estrecha";"2";"estrecha";"estrecha,estrechá,estrechar,estrechan,estrechas,estrechad,estreche,estrecho,estrechó,estreché,es trecha,es-trecha"
"estrella";"3";"estrella";"estrella,estrellá,estrellar,estrellan,estrellas,estrellad,estrelle,estrello,estrelló,estrellé"
"estrellas";"1";"estrellas";"estrellas,estrellás,estrellad,estrella,estrellase,estrelles,estrellar,estrellan"
"estrenar";"1";"estrenar";"estrenar,estrena,estrenara,estrenare,estrenará,estrenaré,estrenan,entrenar,estrenas,estrenad,estregar"
"estroboscópicos";"1";"espectroscopios";"espectroscopios"
"estudia";"1";"estudia";"estudia,estudiá,estudiar,estudian,estudias,estudiad,estudie,estudio,estudió,estudié"
"estudies";"1";"estudies";"estudies,estudie,estudias,estudios,estudien,estudiás"
"estupenda";"1";"estupenda";"estupenda,estupendas,estupendo"
"estúpido";"1";"estÃºpido";"estÃºpido"
"estuviese";"1";"estuviese";"estuviese,estuviesen,estuvieses,estuviere,es tuviese,es-tuviese"
"estuvo";"1";"estuvo";"estuvo,estivo,estuco,estuve,esturo,estovo,estufo,es tuvo,es-tuvo"
"etapas";"1";"etapas";"etapas,etapa,tapas,e tapas"
"euro";"3";"euro";"euro,ero,uro,euros,erro,curo,edro,duro,muro,puro,guro,furo,zuro,juro,e uro"
"europeo";"1";"europeo";"europeo,europeos,europea,euro peo,euro-peo"
"euros";"10";"euros";"euros,euro,eros,uros,duros,muros,puros,guros,furos,zuros,juros,e uros"
"eva";"1";"vea";"vea,ave,ea,va,leva,era,evo,ova,esa,eta,uva,e va"
"evitar";"2";"evitar";"evitar,evita,vitar,evitara,evitare,levitar,evitará,evitaré,evitan,evitas,evitad,editar,e vitar"
"exagerada";"4";"exagerada";"exagerada,exagerad,exageradas,exagerara,exagerado,exageraba,exagera da,exagera-da,exagerad a"
"exagerado";"1";"exagerado";"exagerado,exagerad,exagerador,exagerando,exagerados,exagerada,exagera do,exagera-do,exagerad o"
"exageres";"1";"exageres";"exageres,exagere,exageras,exageren,exagerás"
"examen";"1";"examen";"examen,eximen,ex amen,ex-amen"
"exámen";"2";"examen";"examen,eximen"
"excelente";"1";"excelente";"excelente,excelentes,excedente"
"excesivo";"1";"excesivo";"excesivo,excesivos,excesiva"
"exclamación";"1";"exclamación";"exclamación"
"existe";"1";"existe";"existe,existen,existes,exista,existo,existí"
"existen";"1";"existen";"existen,existe,existan,existes"
"exótico";"1";"exÃ³tico";"exÃ³tico"
"experiencia";"1";"experiencia";"experiencia,experiencias"
"expertos";"1";"expertos";"expertos,exportes,experto,expertas"
"explica";"1";"explica";"explica,explicá,explicar,explican,explicas,explicad,explico,explicó,ex plica,ex-plica"
"explican";"1";"explican";"explican,explica,explicar,explicas,explicad"
"explícanos";"1";"explicados";"explicados"
"explicar";"1";"explicar";"explicar,explica,explicara,explicare,explicará,explicaré,explican,explicas,explicad"
"explosivos";"1";"explosivos";"explosivos,explosivo,explosivas"
"explota";"2";"explota";"explota,explotá,explora,explotar,explotan,explotas,explotad,explote,exploto,explotó,exploté"
"exploto";"1";"exploto";"exploto,explotó,exploro,explota,explote,explotá,exploté"
"expreso";"1";"expreso";"expreso,expresó,expresos,expresa,exprese,expresá,expresé,ex preso,ex-preso"
"expulsar";"1";"expulsar";"expulsar,expulsa,expulsara,expulsare,expulsará,expulsaré,expulsor,expulsan,expulsas,expulsad,ex pulsar,ex-pulsar"
"exsurfista";"1";"estufista";"estufista"
"extraerle";"1";"extraerse";"extraerse,extraer le,extraer-le,extraer,extrapole,extrae,traerla"
"extraerlo";"1";"ex traerlo";"ex traerlo,ex-traerlo,extraer lo,extraer-lo,extraer,extrapolo,traerlo"
"extraña";"1";"extraía";"extraía,extraer,extrae,extra"
"extrañado";"1";"extraditado";"extraditado,extractado,extraviado,extraÃ±ado"
"f";"1";"d";"d,fa,fe,fo,fu,uf,a,e,o,u,y"
"f1";"1";"fa";"fa,fe,fo,fu"
"fa";"1";"fa";"fa,da,a,fea,far,fas,faz,fía,fax,fe,ea,fo,na,ca,ta"
"fábrica";"1";"fabrica";"fabrica,fabricá"
"facebook";"4";"placebo";"placebo"
"facil";"1";"facial";"facial,facilita,falacia"
"fácil";"4";"fÃ¡cil";"fÃ¡cil"
"factura";"1";"factura";"factura,facturá,facturar,fractura,facturan,facturas,facturad,facture,facturo,factora,facturó,facturé"
"faldas";"1";"faldas";"faldas,falsad,falsas,falda,faldeas,faldar,fardas,saldas,falcas,caldas,faltas,fallas,baldas,haldas,jaldas"
"fallecieron";"2";"fallecieron";"fallecieron,fallecieran,fallecieren,tallecieron"
"falleció";"2";"falleció";"falleció,talleció,falle ció,falle-ció"
"falta";"3";"falta";"falta,faltá,fata,alta,faltar,faltan,faltas,faltad,fatal,falte,falto,falsa,fasta,salta,falca"
"familia";"2";"familia";"familia,familiar,familias"
"familiar";"2";"familiar";"familiar,familia,familias,fa miliar,fa-miliar"
"familiares";"1";"familiares";"familiares,fa miliares,fa-miliares,familia res,familia-res,familiar es,familiar-es"
"fanta";"1";"nafta";"nafta,fata,anta,finta,nanta,fasta,santa,canta,tanta,falta,manta,yanta"
"fantasías";"1";"fantaseas";"fantaseas,fantasmas,fantasearías,fantasÃ­as,fantasearas,fantasiosas"
"fantástico";"1";"fantÃ¡stico";"fantÃ¡stico"
"fante";"1";"dante";"dante,gante,ante,finte,nante,cante,falte"
"farmacéutico";"3";"farmacÃ©utico";"farmacÃ©utico"
"farmacia";"4";"farmacia";"farmacia,farmacias,far macia,far-macia"
"fatatas";"1";"patatas";"patatas,batatas,fatas,fa tatas,fa-tatas,fata tas,fata-tas,fatalistas,afataras,fratasas,atafagas"
"favor";"9";"favor";"favor,pavor"
"favorece";"1";"favorece";"favorece,favorecé,favorecer,favorecen,favoreces,favoreced,favorecí"
"favorito";"1";"favorito";"favorito,favoritos,favorita"
